file,class,method,variable,usage
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],parseDecimalLiteralAsDouble,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],legacyTimestamp,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],legacyMapSubscript,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],sessionStartTime,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],sessionLocale,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],sessionUser,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],extraCredentials,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,equals/1[java.lang.Object],legacyRowFieldOrdinalAccessEnabled,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,timeZoneKey,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,parseDecimalLiteralAsDouble,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,legacyTimestamp,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,legacyMapSubscript,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,sessionStartTime,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,sessionLocale,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,sessionUser,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,extraCredentials,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,hashCode/0,legacyRowFieldOrdinalAccessEnabled,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,getSessionStartTime/0,sessionStartTime,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,isParseDecimalLiteralAsDouble/0,parseDecimalLiteralAsDouble,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",timeZoneKey,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",parseDecimalLiteralAsDouble,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",legacyTimestamp,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",fieldNamesInJsonCastEnabled,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",legacyMapSubscript,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",sessionStartTime,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",sessionLocale,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",sessionUser,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",extraCredentials,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,"SqlFunctionProperties/10[boolean,boolean,com.facebook.presto.common.type.TimeZoneKey,boolean,boolean,long,java.util.Locale,java.lang.String,boolean,java.util.Map<java.lang.String,java.lang.String>]",legacyRowFieldOrdinalAccessEnabled,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,isFieldNamesInJsonCastEnabled/0,fieldNamesInJsonCastEnabled,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,isLegacyRowFieldOrdinalAccessEnabled/0,legacyRowFieldOrdinalAccessEnabled,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,isLegacyMapSubscript/0,legacyMapSubscript,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,getSessionUser/0,sessionUser,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,getTimeZoneKey/0,timeZoneKey,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,getExtraCredentials/0,extraCredentials,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\function\SqlFunctionProperties.java,com.facebook.presto.common.function.SqlFunctionProperties,isLegacyTimestamp/0,legacyTimestamp,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\MapBlockEncoding.java,com.facebook.presto.common.block.MapBlockEncoding,getName/0,NAME,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"setConnectionProperty/4[java.util.Properties,java.util.Map<java.lang.String,java.lang.String>,java.lang.String,java.lang.String]",connectionProperties,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/5[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,java.lang.String,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Properties]",connectionProperties,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/5[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,java.lang.String,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Properties]",driver,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/5[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,java.lang.String,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Properties]",passwordCredential,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/5[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,java.lang.String,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Properties]",connectionUrl,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/5[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,java.lang.String,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Properties]",userCredential,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,"DriverConnectionFactory/2[com.facebook.presto.plugin.clickhouse.ClickHouseDriver,com.facebook.presto.plugin.clickhouse.ClickHouseConfig]",driver,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,openConnection/1[com.facebook.presto.plugin.clickhouse.ClickHouseIdentity],connectionProperties,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,openConnection/1[com.facebook.presto.plugin.clickhouse.ClickHouseIdentity],driver,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,openConnection/1[com.facebook.presto.plugin.clickhouse.ClickHouseIdentity],passwordCredential,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,openConnection/1[com.facebook.presto.plugin.clickhouse.ClickHouseIdentity],connectionUrl,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-clickhouse\src\main\java\com\facebook\presto\plugin\clickhouse\DriverConnectionFactory.java,com.facebook.presto.plugin.clickhouse.DriverConnectionFactory,openConnection/1[com.facebook.presto.plugin.clickhouse.ClickHouseIdentity],userCredential,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-delta\src\main\java\com\facebook\presto\delta\DeltaModule.java,com.facebook.presto.delta.DeltaModule,configure/1[com.facebook.presto.delta.Binder],typeManager,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-delta\src\main\java\com\facebook\presto\delta\DeltaModule.java,com.facebook.presto.delta.DeltaModule,configure/1[com.facebook.presto.delta.Binder],connectorId,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-delta\src\main\java\com\facebook\presto\delta\DeltaModule.java,com.facebook.presto.delta.DeltaModule,"DeltaModule/2[java.lang.String,com.facebook.presto.common.type.TypeManager]",typeManager,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-delta\src\main\java\com\facebook\presto\delta\DeltaModule.java,com.facebook.presto.delta.DeltaModule,"DeltaModule/2[java.lang.String,com.facebook.presto.common.type.TypeManager]",connectorId,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toColumnarArray/1[com.facebook.presto.common.block.Block],INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getPositionCount/0,nullCheckBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getLength/1[int],offsets,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getLength/1[int],offsetsOffset,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,isNull/1[int],nullCheckBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getOffset/1[int],offsets,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getOffset/1[int],offsetsOffset,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getElementsBlock/0,elementsBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toColumnarArray/1[com.facebook.presto.common.block.RunLengthEncodedBlock],INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",nullCheckBlock,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",estimatedSerializedSizeInBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",offsets,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",offsetsOffset,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",retainedSizeInBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,"ColumnarArray/6[com.facebook.presto.common.block.Block,int,int[],com.facebook.presto.common.block.Block,long,long]",elementsBlock,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toColumnarArray/1[com.facebook.presto.common.block.DictionaryBlock],INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getRetainedSizeInBytes/0,retainedSizeInBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getNullCheckBlock/0,nullCheckBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toString/0,nullCheckBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toString/0,offsetsOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,toString/0,elementsBlock,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\ColumnarArray.java,com.facebook.presto.common.block.ColumnarArray,getEstimatedSerializedSizeInBytes/0,estimatedSerializedSizeInBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,"set/2[long,double]",array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,"add/2[long,double]",array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,sizeOf/0,INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,sizeOf/0,array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,sizeOf/0,SIZE_OF_SEGMENT,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,sizeOf/0,segments,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,DoubleBigArray/1[double],array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,DoubleBigArray/1[double],initialValue,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,ensureCapacity/1[long],capacity,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,grow/1[long],array,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,grow/1[long],segments,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,get/1[long],array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,allocateNewSegment/0,array,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,allocateNewSegment/0,initialValue,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,allocateNewSegment/0,segments,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\array\DoubleBigArray.java,com.facebook.presto.common.array.DoubleBigArray,allocateNewSegment/0,capacity,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,close/0,output,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,OutputStreamDataSink/1[java.io.OutputStream],output,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,getRetainedSizeInBytes/0,output,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,getRetainedSizeInBytes/0,INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,size/0,output,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\io\OutputStreamDataSink.java,com.facebook.presto.common.io.OutputStreamDataSink,write/1[java.util.List<com.facebook.presto.common.io.DataOutput>],output,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\main\java\com\facebook\presto\cassandra\CassandraTypeWithTypeArguments.java,com.facebook.presto.cassandra.CassandraTypeWithTypeArguments,toString/0,typeArguments,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\main\java\com\facebook\presto\cassandra\CassandraTypeWithTypeArguments.java,com.facebook.presto.cassandra.CassandraTypeWithTypeArguments,toString/0,cassandraType,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\main\java\com\facebook\presto\cassandra\CassandraTypeWithTypeArguments.java,com.facebook.presto.cassandra.CassandraTypeWithTypeArguments,getTypeArguments/0,typeArguments,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\main\java\com\facebook\presto\cassandra\CassandraTypeWithTypeArguments.java,com.facebook.presto.cassandra.CassandraTypeWithTypeArguments,getCassandraType/0,cassandraType,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\main\java\com\facebook\presto\cassandra\CassandraTypeWithTypeArguments.java,com.facebook.presto.cassandra.CassandraTypeWithTypeArguments,"CassandraTypeWithTypeArguments/2[com.facebook.presto.cassandra.CassandraType,java.util.List<com.facebook.presto.cassandra.CassandraType>]",typeArguments,3
