file,class,method,variable,usage
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\type\AbstractType.java,com.facebook.presto.common.type.AbstractType,AbstractType/1[java.lang.Class<?>],javaType,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\type\AbstractType.java,com.facebook.presto.common.type.AbstractType,getJavaType/0,javaType,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark\src\main\java\com\facebook\presto\benchmark\BenchmarkSuite.java,com.facebook.presto.benchmark.BenchmarkSuite$ForwardingBenchmarkResultWriter,ForwardingBenchmarkResultWriter/1[java.util.List<com.facebook.presto.benchmark.BenchmarkResultHook>],benchmarkResultHooks,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark\src\main\java\com\facebook\presto\benchmark\BenchmarkSuite.java,com.facebook.presto.benchmark.BenchmarkSuite$ForwardingBenchmarkResultWriter,"addResults/1[java.util.Map<java.lang.String,java.lang.Long>]",benchmarkResultHooks,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark\src\main\java\com\facebook\presto\benchmark\BenchmarkSuite.java,com.facebook.presto.benchmark.BenchmarkSuite$ForwardingBenchmarkResultWriter,finished/0,benchmarkResultHooks,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark-runner\src\test\java\com\facebook\presto\benchmark\framework\AbstractExecutorTest.java,com.facebook.presto.benchmark.framework.AbstractExecutorTest,"assertEvent/3[com.facebook.presto.benchmark.event.BenchmarkQueryEvent,java.lang.String,com.facebook.presto.benchmark.event.BenchmarkQueryEvent.Status]",TEST_ID,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark-runner\src\test\java\com\facebook\presto\benchmark\framework\AbstractExecutorTest.java,com.facebook.presto.benchmark.framework.AbstractExecutorTest,getEventClient/0,eventClient,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-benchmark-runner\src\test\java\com\facebook\presto\benchmark\framework\AbstractExecutorTest.java,com.facebook.presto.benchmark.framework.AbstractExecutorTest,setup/0,eventClient,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testPartitionCountOverride/0,session,5
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testPartitionCountOverride/0,KEYSPACE,6
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testPartitionCountOverride/0,SPLIT_SIZE,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testEmptyTable/0,splitManager,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testEmptyTable/0,session,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testEmptyTable/0,KEYSPACE,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,setUp/0,splitManager,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,setUp/0,session,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,setUp/0,KEYSPACE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,setUp/0,SPLIT_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testNonEmptyTable/0,splitManager,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testNonEmptyTable/0,session,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testNonEmptyTable/0,PARTITION_COUNT,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testNonEmptyTable/0,KEYSPACE,5
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-cassandra\src\test\java\com\facebook\presto\cassandra\TestCassandraTokenSplitManager.java,com.facebook.presto.cassandra.TestCassandraTokenSplitManager,testNonEmptyTable/0,SPLIT_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setNodes/1[int],nodes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setTotalSplits/1[int],totalSplits,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setQueuedTimeMillis/1[long],queuedTimeMillis,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setElapsedTimeMillis/1[long],elapsedTimeMillis,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setProcessedRows/1[long],processedRows,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setWallTimeMillis/1[long],wallTimeMillis,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setPeakTaskTotalMemoryBytes/1[long],peakTaskTotalMemoryBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setState/1[java.lang.String],state,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setRunningSplits/1[int],runningSplits,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setQueued/1[boolean],queued,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setQueuedSplits/1[int],queuedSplits,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setScheduled/1[boolean],scheduled,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setWaitingForPrerequisitesTimeMillis/1[long],waitingForPrerequisitesTimeMillis,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setProcessedBytes/1[long],processedBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setPeakMemoryBytes/1[long],peakMemoryBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,peakMemoryBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,peakTotalMemoryBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,waitingForPrerequisitesTimeMillis,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,scheduled,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,queued,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,completedSplits,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,runningSplits,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,waitingForPrerequisites,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,peakTaskTotalMemoryBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,spilledBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,elapsedTimeMillis,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,totalSplits,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,processedBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,runtimeStats,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,cpuTimeMillis,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,nodes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,processedRows,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,rootStage,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,wallTimeMillis,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,queuedSplits,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,state,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,build/0,queuedTimeMillis,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setCpuTimeMillis/1[long],cpuTimeMillis,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setSpilledBytes/1[long],spilledBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setWaitingForPrerequisites/1[boolean],waitingForPrerequisites,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setPeakTotalMemoryBytes/1[long],peakTotalMemoryBytes,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setRootStage/1[com.facebook.presto.client.StageStats],rootStage,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setRuntimeStats/1[com.facebook.presto.client.RuntimeStats],runtimeStats,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-client\src\main\java\com\facebook\presto\client\StatementStats.java,com.facebook.presto.client.StatementStats$Builder,setCompletedSplits/1[int],completedSplits,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-bigquery\src\main\java\com\facebook\presto\plugin\bigquery\BigQueryPageSourceProvider.java,com.facebook.presto.plugin.bigquery.BigQueryPageSourceProvider,"BigQueryPageSourceProvider/2[com.facebook.presto.plugin.bigquery.BigQueryStorageClientFactory,com.facebook.presto.plugin.bigquery.BigQueryConfig]",bigQueryStorageClientFactory,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-bigquery\src\main\java\com\facebook\presto\plugin\bigquery\BigQueryPageSourceProvider.java,com.facebook.presto.plugin.bigquery.BigQueryPageSourceProvider,"BigQueryPageSourceProvider/2[com.facebook.presto.plugin.bigquery.BigQueryStorageClientFactory,com.facebook.presto.plugin.bigquery.BigQueryConfig]",maxReadRowsRetries,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-bigquery\src\main\java\com\facebook\presto\plugin\bigquery\BigQueryPageSourceProvider.java,com.facebook.presto.plugin.bigquery.BigQueryPageSourceProvider,"createPageSource/6[com.facebook.presto.plugin.bigquery.ConnectorTransactionHandle,com.facebook.presto.plugin.bigquery.ConnectorSession,com.facebook.presto.plugin.bigquery.ConnectorSplit,com.facebook.presto.plugin.bigquery.ConnectorTableLayoutHandle,java.util.List<com.facebook.presto.plugin.bigquery.ColumnHandle>,com.facebook.presto.plugin.bigquery.SplitContext]",bigQueryStorageClientFactory,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-bigquery\src\main\java\com\facebook\presto\plugin\bigquery\BigQueryPageSourceProvider.java,com.facebook.presto.plugin.bigquery.BigQueryPageSourceProvider,"createPageSource/6[com.facebook.presto.plugin.bigquery.ConnectorTransactionHandle,com.facebook.presto.plugin.bigquery.ConnectorSession,com.facebook.presto.plugin.bigquery.ConnectorSplit,com.facebook.presto.plugin.bigquery.ConnectorTableLayoutHandle,java.util.List<com.facebook.presto.plugin.bigquery.ColumnHandle>,com.facebook.presto.plugin.bigquery.SplitContext]",maxReadRowsRetries,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"getRegion/2[int,int]",valueIsNull,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"getRegion/2[int,int]",values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"getRegion/2[int,int]",arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",valueIsNull,5
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",positionCount,6
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",values,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",arrayOffset,6
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/4[int,int,boolean[],int[]]",retainedSizeInBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"getPositionsSizeInBytes/2[boolean[],int]",SIZE_IN_BYTES_PER_POSITION,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"getRegionSizeInBytes/2[int,int]",SIZE_IN_BYTES_PER_POSITION,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,retainedBytesForEachPart/1[java.util.function.ObjLongConsumer<java.lang.Object>],INSTANCE_SIZE,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,retainedBytesForEachPart/1[java.util.function.ObjLongConsumer<java.lang.Object>],valueIsNull,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,retainedBytesForEachPart/1[java.util.function.ObjLongConsumer<java.lang.Object>],values,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/3[int,java.util.Optional<boolean[]>,int[]]",valueIsNull,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/3[int,java.util.Optional<boolean[]>,int[]]",positionCount,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"IntArrayBlock/3[int,java.util.Optional<boolean[]>,int[]]",values,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyPositions/3[int[],int,int]",valueIsNull,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyPositions/3[int[],int,int]",values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyPositions/3[int[],int,int]",arrayOffset,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,fixedSizeInBytesPerPosition/0,SIZE_IN_BYTES_PER_POSITION,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"writePositionTo/2[int,com.facebook.presto.common.block.SliceOutput]",values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"writePositionTo/2[int,com.facebook.presto.common.block.SliceOutput]",arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getSingleValueBlock/1[int],values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getSingleValueBlock/1[int],arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,appendNull/0,valueIsNull,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,appendNull/0,positionCount,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,appendNull/0,values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,appendNull/0,arrayOffset,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyRegion/2[int,int]",valueIsNull,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyRegion/2[int,int]",values,2
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,"copyRegion/2[int,int]",arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getRetainedSizeInBytes/0,retainedSizeInBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,equals/1[java.lang.Object],valueIsNull,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,equals/1[java.lang.Object],positionCount,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,equals/1[java.lang.Object],values,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,equals/1[java.lang.Object],arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,equals/1[java.lang.Object],retainedSizeInBytes,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getSizeInBytes/0,positionCount,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getSizeInBytes/0,SIZE_IN_BYTES_PER_POSITION,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,toLong/1[int],arrayOffset,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\presto\presto-common\src\main\java\com\facebook\presto\common\block\IntArrayBlock.java,com.facebook.presto.common.block.IntArrayBlock,getIntUnchecked/1[int],values,1
