file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-reporting-task\src\main\java\org\apache\nifi\reporting\azure\loganalytics\AzureLogAnalyticsReportingTask.java,org.apache.nifi.reporting.azure.loganalytics.AzureLogAnalyticsReportingTask,class,16,19,3,16,16,3,2,43,15,0.8333333,0.0,0.0,6,0,1,2,3,0,4,0,0,0,5,4,0,3,0,2,5,0,5,82,2,6,1,1,0,18,0,25,1,23,3,0,0,0,149,1,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-beats-bundle\nifi-beats-processors\src\main\java\org\apache\nifi\processors\beats\handler\BatchChannelInboundHandler.java,org.apache.nifi.processors.beats.handler.BatchChannelInboundHandler,class,7,8,1,7,5,2,0,10,0,0.0,1.0,1.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,2,0,2,33,0,1,1,0,0,5,1,9,0,8,2,0,0,0,43,1,3
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\c2\c2-client-bundle\c2-client-http\src\test\java\org\apache\nifi\c2\client\http\url\C2UrlProviderFactoryTest.java,org.apache.nifi.c2.client.http.url.C2UrlProviderFactoryTest,class,10,10,0,10,4,1,0,11,0,0.05,1.0,1.0,4,0,4,0,0,0,4,0,0,0,5,3,0,5,0,0,3,0,0,34,0,0,0,0,0,3,0,6,5,8,0,0,0,0,47,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-api\src\main\java\org\apache\nifi\components\PortFunction.java,org.apache.nifi.components.PortFunction,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-utils\src\main\java\org\apache\nifi\util\concurrency\DebuggableTimedLock.java,org.apache.nifi.util.concurrency.DebuggableTimedLock,interface,0,3,3,0,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-framework-api\src\main\java\org\apache\nifi\components\state\StateProvider.java,org.apache.nifi.components.state.StateProvider,interface,4,4,0,4,13,1,0,1,78,0.0,0.0,0.0,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\coordination\http\endpoints\AbstractNodeStatusEndpoint.java,org.apache.nifi.cluster.coordination.http.endpoints.AbstractNodeStatusEndpoint,class,6,17,11,6,4,2,0,9,1,0.0,0.0,0.0,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,1,0,1,0,3,1,0,0,2,24,1025,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\coordination\http\endpoints\VerifyConfigEndpointMerger.java,org.apache.nifi.cluster.coordination.http.endpoints.VerifyConfigEndpointMerger,class,7,8,1,7,5,2,0,12,3,0.6666667,0.0,0.0,3,0,1,0,2,0,3,0,0,0,5,5,5,0,0,0,5,0,5,29,3,1,1,0,0,5,0,12,0,12,1,0,0,0,67,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-cipher-bundle\nifi-cipher-processors\src\main\java\org\apache\nifi\processors\cipher\algorithm\DigestAlgorithm.java,org.apache.nifi.processors.cipher.algorithm.DigestAlgorithm,enum,0,3,3,0,4,1,0,0,0,0.375,0.6666667,1.0,4,0,3,0,0,1,4,0,0,0,2,0,0,2,0,0,2,0,0,16,3,0,0,0,0,6,0,2,0,2,0,0,0,0,27,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\controller\repository\io\TaskTerminationInputStream.java,org.apache.nifi.controller.repository.io.TaskTerminationInputStream,class,4,6,2,4,18,2,0,13,0,0.51515156,1.0,1.0,11,0,10,1,0,0,10,0,0,2,3,0,0,3,0,0,3,0,0,77,6,0,2,3,0,0,0,5,0,5,4,0,0,0,30,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-security-kerberos\src\main\java\org\apache\nifi\security\krb\AbstractKerberosUser.java,org.apache.nifi.security.krb.AbstractKerberosUser,class,5,10,5,5,39,1,3,38,38,0.81045747,0.30769232,0.5769231,17,0,10,4,2,1,13,2,0,4,9,5,0,2,4,3,7,0,6,152,21,1,8,3,2,29,3,18,9,17,3,0,0,0,158,1025,15
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\FlowAnalysisRuleEntity.java,org.apache.nifi.web.api.entity.FlowAnalysisRuleEntity,class,8,11,3,8,6,3,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,3,0,3,0,3,0,0,0,0,47,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-property-utils\src\main\java\org\apache\nifi\properties\BootstrapProperties.java,org.apache.nifi.properties.BootstrapProperties$Anonymous1,anonymous,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-record-path\src\main\java\org\apache\nifi\record\path\functions\ToDate.java,org.apache.nifi.record.path.functions.ToDate,class,6,8,2,6,22,2,0,23,0,0.4,1.0,1.0,5,0,3,2,0,0,3,0,0,0,3,0,0,3,0,0,3,0,7,107,9,0,5,2,1,2,7,36,0,25,3,0,0,2,49,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\diagnostics\bootstrap\shell\command\GetPhysicalCpuCoresCommand.java,org.apache.nifi.diagnostics.bootstrap.shell.command.GetPhysicalCpuCoresCommand,class,2,3,1,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,5,5,0,5,0,0,5,0,0,10,0,0,0,0,0,10,0,5,0,5,0,0,0,0,53,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-mock\src\main\java\org\apache\nifi\util\MockReportingContext.java,org.apache.nifi.util.MockReportingContext,class,17,18,1,17,19,2,0,19,89,0.8666666,0.07619048,0.07619048,15,0,15,0,0,0,15,0,0,0,5,0,0,5,0,0,5,0,3,69,13,2,2,0,0,1,0,10,0,11,1,0,0,1,62,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-aws-bundle\nifi-aws-abstract-processors\src\main\java\org\apache\nifi\processors\aws\v2\RegionUtilV2.java,org.apache.nifi.processors.aws.v2.RegionUtilV2,class,3,5,2,3,5,1,0,9,3,0.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,16,2,1,1,0,0,1,1,2,1,2,1,0,0,0,32,17,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\manager\PropertyDescriptorDtoMerger.java,org.apache.nifi.cluster.manager.PropertyDescriptorDtoMerger,class,6,12,6,6,3,1,0,17,1,0.0,NaN,NaN,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,1,0,0,0,1,2,1,6,1,0,0,4,22,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-kubernetes-client\src\main\java\org\apache\nifi\kubernetes\client\ServiceAccountNamespaceProvider.java,org.apache.nifi.kubernetes.client.ServiceAccountNamespaceProvider,class,3,5,2,3,4,1,0,5,1,0.5,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,2,0,0,2,0,2,0,3,17,2,0,0,1,0,3,0,4,0,4,1,0,0,0,43,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\parameter\TestStandardParameterContext.java,org.apache.nifi.parameter.TestStandardParameterContext$HashMapParameterReferenceManager,innerclass,6,6,0,6,8,1,0,5,11,0.6666667,0.13333334,0.13333334,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,6,24,4,0,2,0,0,0,0,4,0,4,0,0,0,0,28,10,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-security-kerberos\src\main\java\org\apache\nifi\security\krb\ConfigurationUtil.java,org.apache.nifi.security.krb.ConfigurationUtil,interface,0,0,0,0,0,1,0,2,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,5,0,0,0,0,0,5,0,3,0,3,0,0,0,0,17,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-property-protection-azure\src\test\java\org\apache\nifi\properties\configuration\AzureSecretClientProviderTest.java,org.apache.nifi.properties.configuration.AzureSecretClientProviderTest,class,4,4,0,4,2,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,5,0,5,0,0,0,0,16,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-framework-api\src\main\java\org\apache\nifi\events\EventReporter.java,org.apache.nifi.events.EventReporter$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-api\src\main\java\org\apache\nifi\documentation\init\DocumentationControllerServiceInitializationContext.java,org.apache.nifi.documentation.init.DocumentationControllerServiceInitializationContext,class,8,9,1,8,8,1,0,2,28,0.875,0.0,0.0,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,3,0,1,29,8,0,0,0,0,0,0,3,0,3,0,0,0,0,27,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-evtx-bundle\nifi-evtx-processors\src\test\java\org\apache\nifi\processors\evtx\MalformedChunkHandlerTest.java,org.apache.nifi.processors.evtx.MalformedChunkHandlerTest,class,10,10,0,10,2,1,0,19,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,30,1,0,0,0,1,1,2,11,0,12,1,0,0,1,34,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-event-listen\src\main\java\org\apache\nifi\processor\util\listen\queue\TrackingLinkedBlockingQueue.java,org.apache.nifi.processor.util.listen.queue.TrackingLinkedBlockingQueue,class,2,5,3,2,9,4,0,7,19,0.71428573,0.0,0.0,7,0,6,1,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,33,3,0,0,0,0,0,0,3,0,3,1,0,0,0,33,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-aws-bundle\nifi-aws-processors\src\test\java\org\apache\nifi\processors\aws\s3\encryption\TestStandardS3EncryptionServiceValidation.java,org.apache.nifi.processors.aws.s3.encryption.TestStandardS3EncryptionServiceValidation,class,7,8,1,7,36,1,0,9,0,0.014285714,1.0,1.0,35,0,33,2,0,0,33,0,0,0,2,0,0,2,0,0,0,0,4,154,0,0,1,0,0,39,4,2,0,2,1,0,0,0,51,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\groups\StandardProcessGroup.java,org.apache.nifi.groups.StandardProcessGroup$Anonymous2,anonymous,9,9,0,9,15,1,0,15,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,55,8,0,6,1,0,3,1,12,1,8,3,0,0,0,47,-1,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\main\java\org\apache\nifi\groups\StandardProcessGroup.java,org.apache.nifi.groups.StandardProcessGroup$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\spring\StandardFlowServiceFactoryBean.java,org.apache.nifi.spring.StandardFlowServiceFactoryBean,class,12,12,0,12,9,1,0,4,15,0.7714286,0.14285715,0.2857143,7,0,7,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,2,40,3,0,1,0,0,5,0,10,0,9,2,0,0,0,56,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-avro-bundle\nifi-avro-processors\src\main\java\org\apache\nifi\processors\avro\SplitAvro.java,org.apache.nifi.processors.avro.SplitAvro$SplitWriter,interface,2,2,0,2,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-cipher-bundle\nifi-cipher-processors\src\test\java\org\apache\nifi\processors\cipher\EncryptContentAgeTest.java,org.apache.nifi.processors.cipher.EncryptContentAgeTest,class,18,19,1,18,16,1,0,45,0,0.7847222,1.0,1.0,16,0,0,6,0,10,10,0,0,0,9,8,0,9,0,0,8,0,7,120,3,0,0,1,0,6,1,31,0,31,1,0,0,0,108,0,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\controller\state\providers\local\WriteAheadLocalStateProvider.java,org.apache.nifi.controller.state.providers.local.WriteAheadLocalStateProvider$ComponentProvider,innerclass,5,5,0,5,7,1,0,6,0,0.36666667,1.0,1.0,6,0,5,1,0,0,5,0,0,4,5,0,0,5,0,0,4,0,7,39,4,0,1,0,0,0,0,11,0,8,1,0,0,0,32,10,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-extension-utils\nifi-file-transfer\src\main\java\org\apache\nifi\processor\util\file\transfer\PermissionDeniedException.java,org.apache.nifi.processor.util.file.transfer.PermissionDeniedException,class,0,0,0,0,2,4,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\diagnostics\bootstrap\tasks\OperatingSystemDiagnosticTask.java,org.apache.nifi.diagnostics.bootstrap.tasks.OperatingSystemDiagnosticTask,class,9,11,2,9,8,1,0,23,6,0.75,NaN,NaN,4,0,1,3,0,0,1,0,0,0,2,2,0,2,0,0,2,0,7,45,5,1,0,1,0,7,0,10,1,12,3,0,0,1,59,1,1
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-api\src\main\java\org\apache\nifi\components\resource\ResourceDefinition.java,org.apache.nifi.components.resource.ResourceDefinition,interface,2,8,6,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-framework-api\src\main\java\org\apache\nifi\cluster\ClusterDetailsFactory.java,org.apache.nifi.cluster.ClusterDetailsFactory,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-amqp-bundle\nifi-amqp-processors\src\test\java\org\apache\nifi\amqp\processors\TestChannel.java,org.apache.nifi.amqp.processors.TestChannel$Anonymous1,anonymous,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,2,1,0,0,0,1,0,0,0,7,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-avro-bundle\nifi-avro-processors\src\main\java\org\apache\nifi\processors\avro\SplitAvro.java,org.apache.nifi.processors.avro.SplitAvro$Splitter,interface,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core-api\src\main\java\org\apache\nifi\groups\RemoteProcessGroup.java,org.apache.nifi.groups.RemoteProcessGroup,interface,11,20,9,11,60,1,0,0,1770,0.0,0.0,0.0,60,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-elasticsearch-bundle\nifi-elasticsearch-restapi-processors\src\test\java\org\apache\nifi\processors\elasticsearch\TestElasticsearchClientService.java,org.apache.nifi.processors.elasticsearch.TestElasticsearchClientService,class,13,21,8,13,48,2,0,11,181,0.88809526,0.25747126,0.80689657,30,0,29,1,0,0,30,0,0,0,14,2,0,14,0,0,3,0,9,191,19,0,1,7,0,21,15,28,7,19,2,0,0,0,98,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster-protocol\src\main\java\org\apache\nifi\cluster\protocol\ClusterCoordinationProtocolSender.java,org.apache.nifi.cluster.protocol.ClusterCoordinationProtocolSender,interface,8,10,2,8,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster-protocol\src\main\java\org\apache\nifi\cluster\protocol\jaxb\message\AdaptedNodeBulletins.java,org.apache.nifi.cluster.protocol.jaxb.message.AdaptedNodeBulletins,class,4,5,1,4,5,1,0,0,6,0.6,0.2,0.2,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,18,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-mock\src\main\java\org\apache\nifi\util\MockComponentLog.java,org.apache.nifi.util.MockComponentLog,class,4,13,9,4,43,1,0,31,0,0.37096775,0.954416,1.0,31,0,27,4,0,0,27,0,0,0,2,0,0,2,0,0,2,0,3,179,16,0,2,0,3,27,16,44,29,12,1,0,0,0,66,1,21
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster\src\main\java\org\apache\nifi\cluster\coordination\http\endpoints\CountersEndpointMerger.java,org.apache.nifi.cluster.coordination.http.endpoints.CountersEndpointMerger,class,6,7,1,6,6,3,0,22,6,0.75,0.0,0.0,4,0,1,0,3,0,4,0,0,0,1,1,1,0,0,0,1,0,1,30,3,1,1,0,0,2,0,5,0,5,2,0,0,0,40,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-email-bundle\nifi-email-processors\src\test\java\org\apache\nifi\processors\email\TestListenSMTP.java,org.apache.nifi.processors.email.TestListenSMTP,class,15,16,1,15,15,1,0,50,37,0.77500004,0.33333334,0.5,10,1,4,6,0,0,4,0,0,0,4,4,0,4,0,0,2,0,6,114,4,3,0,1,3,38,10,26,2,26,3,0,0,1,82,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\minifi\minifi-commons\minifi-commons-api\src\main\java\org\apache\nifi\minifi\commons\api\MiNiFiCommandState.java,org.apache.nifi.minifi.commons.api.MiNiFiCommandState,enum,0,3,3,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-components\src\test\java\org\apache\nifi\registry\NiFiRegistryExtensionBundleMetadataTest.java,org.apache.nifi.registry.NiFiRegistryExtensionBundleMetadataTest,class,4,4,0,4,1,1,0,15,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,6,0,3,0,3,0,0,0,0,17,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-framework-api\src\main\java\org\apache\nifi\controller\repository\ContentRepository.java,org.apache.nifi.controller.repository.ContentRepository,interface,3,12,9,3,29,1,0,0,406,0.0,0.0,0.0,29,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-elasticsearch-bundle\nifi-elasticsearch-restapi-processors\src\main\java\org\apache\nifi\processors\elasticsearch\DeleteByQueryElasticsearch.java,org.apache.nifi.processors.elasticsearch.DeleteByQueryElasticsearch,class,11,14,3,11,4,3,0,5,6,0.75,0.0,0.0,4,0,1,0,0,3,4,0,1,0,3,3,0,1,0,2,3,0,0,17,4,0,0,0,0,20,0,3,2,4,0,0,0,1,77,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-commons\nifi-utils\src\main\java\org\apache\nifi\util\text\DateTimeMatcherCompiler.java,org.apache.nifi.util.text.DateTimeMatcherCompiler,class,6,7,1,6,10,1,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,7,5,4,0,5,1,0,0,1,18,0,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-cipher-bundle\nifi-cipher-processors\src\main\java\org\apache\nifi\processors\cipher\algorithm\CipherAlgorithmMode.java,org.apache.nifi.processors.cipher.algorithm.CipherAlgorithmMode,enum,0,2,2,0,4,1,0,1,4,0.5,0.16666667,0.16666667,4,0,3,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,0,14,3,0,0,0,0,3,0,1,0,1,0,0,0,0,35,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-email-bundle\nifi-email-processors\src\main\java\org\apache\nifi\processors\email\ExtractTNEFAttachments.java,org.apache.nifi.processors.email.ExtractTNEFAttachments,class,18,19,1,18,11,2,0,25,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,6,5,1,0,0,6,0,1,69,2,1,2,2,0,21,1,20,0,20,6,0,0,2,97,1,4
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-cluster-protocol\src\main\java\org\apache\nifi\cluster\protocol\jaxb\message\AdaptedNodeConnectionStatus.java,org.apache.nifi.cluster.protocol.jaxb.message.AdaptedNodeConnectionStatus,class,4,5,1,4,14,1,0,0,77,0.85714287,0.07692308,0.07692308,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,0,0,51,7,0,0,0,0,0,0,7,0,7,0,0,0,0,25,1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-framework-core\src\main\java\org\apache\nifi\controller\state\SortedStateUtils.java,org.apache.nifi.controller.state.SortedStateUtils$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\Users\Narendra\Desktop\OO_Programing\Group_Assignment_1\nifi\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-client-dto\src\main\java\org\apache\nifi\web\api\entity\PropertyDescriptorEntity.java,org.apache.nifi.web.api.entity.PropertyDescriptorEntity,class,3,3,0,3,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,36,1,0
